canonical_id	status	collection_path	pdf_path	txt_path	pdf_bytes	txt_chars	text_extractor	pdf_sha256	source_url	label	page_url	error
SN 35.69	TEXT_EXTRACTED	samyutta-nikaya	samyutta-nikaya/sn35-69/sn35-69.pdf	samyutta-nikaya/sn35-69/sn35-69.txt	232655	4789	pymupdf	7218c358062601c4e8b216c8de55b2bda080aaa6efaa29ce02f127f314a5bafe	https://www.mindreleased.com/s/SN-3569-Upasenasvisa-Sutta.pdf	Upasena Āsīvisa Sutta (The Venerable Upasena and the Snake) SN 35.69	https://www.mindreleased.com/pali-suttas	
AN 3.33	TEXT_EXTRACTED	anguttara-nikaya	anguttara-nikaya/an03-33/an03-33.pdf	anguttara-nikaya/an03-33/an03-33.txt	234092	4852	pymupdf	407ee16a4c472d3a44eaf59c48224e7e4527ea73fd4829eff72a75fee3e40dd0	https://www.mindreleased.com/s/AN-333-Sriputta-Sutta.pdf	Sāriputta Sutta (The Venerable Sāriputta) AN 3.33	https://www.mindreleased.com/pali-suttas	
SN 12.67	TEXT_EXTRACTED	samyutta-nikaya	samyutta-nikaya/sn12-67/sn12-67.pdf	samyutta-nikaya/sn12-67/sn12-67.txt	285260	22978	pymupdf	b827f36f606c83ae42f3f80b3d3bcc6bbc130d7d3b45cf6bd71b997e105120d2	https://www.mindreleased.com/s/SN-1267-Naakalp-Sutta-j8s9.pdf	Naḷakalāpī Sutta (Bundles of Reeds) SN 12.67	https://www.mindreleased.com/pali-suttas	
AN 9.3	TEXT_EXTRACTED	anguttara-nikaya	anguttara-nikaya/an09-03/an09-03.pdf	anguttara-nikaya/an09-03/an09-03.txt	213326	11263	pymupdf	990baba83f8d12296c1beafa29d01b231a785a1895ec1b38a80702f746d19cb2	https://www.mindreleased.com/s/AN-93-Meghiya-Sutta.pdf	eghiya Sutta (The Venerable Meghiya) AN 9.3	https://www.mindreleased.com/pali-suttas	
AN 10.92	TEXT_EXTRACTED	anguttara-nikaya	anguttara-nikaya/an10-92/an10-92.pdf	anguttara-nikaya/an10-92/an10-92.txt	207889	12027	pymupdf	ec20e694525ea13cbe7467cd324993f13919523b74d9aa6b733b076ffc2ff186	https://www.mindreleased.com/s/AN-1092-Bhaya-Sutta.pdf	Bhaya Sutta (Discourse on Fear) AN 10.92	https://www.mindreleased.com/pali-suttas	
MN 134	TEXT_EXTRACTED	majjhima-nikaya	majjhima-nikaya/mn134/mn134.pdf	majjhima-nikaya/mn134/mn134.txt	252733	24578	pymupdf	0aca1dcfc41b74c2a795751d3f2fc9e0e628206d663d2786807d98ff56dfcce0	https://www.mindreleased.com/s/MN-134-Lomasakagiya-Bhaddekaratta-Sutta-2.pdf	Lomasakaṅgiya Bhaddekaratta Sutta (Lomasakaṅgiya & ‘The Ideal Lover of Solitude’) MN 134	https://www.mindreleased.com/pali-suttas	
SN 22.102	TEXT_EXTRACTED	samyutta-nikaya	samyutta-nikaya/sn22-102/sn22-102.pdf	samyutta-nikaya/sn22-102/sn22-102.txt	248951	10727	pymupdf	ff799a9600e95865fed781ca28eb226a8104f25154afd15152ea59e85f8d379e	https://www.mindreleased.com/s/SN-22102-Anicca-Sa-Sutta.pdf	Anicca Saññā Sutta (Perception of Impermanence) SN 22.102	https://www.mindreleased.com/pali-suttas	
AN 3.130	TEXT_EXTRACTED	anguttara-nikaya	anguttara-nikaya/an03-130/an03-130.pdf	anguttara-nikaya/an03-130/an03-130.txt	196974	3961	pymupdf	747b7f5f23a9dac470713a9981c44db053c16ff18aa9c906a56389dda31c024f	https://www.mindreleased.com/s/AN-3130-Dutiya-Anuruddha-Sutta.pdf	Dutiya Anuruddha Sutta (The Venerable Anuruddha – Part 2) AN 3.130	https://www.mindreleased.com/pali-suttas	
SN 47.42	TEXT_EXTRACTED	samyutta-nikaya	samyutta-nikaya/sn47-42/sn47-42.pdf	samyutta-nikaya/sn47-42/sn47-42.txt	212887	2096	pymupdf	f121626c744f032b8acc50bdcf7b063003d768283f7b76a2732b2a036e19bf81	https://www.mindreleased.com/s/SN-4742-Samudaya-Sutta.pdf	Samudaya Sutta (The Arising) SN 47.42	https://www.mindreleased.com/pali-suttas	
SN 47.41	TEXT_EXTRACTED	samyutta-nikaya	samyutta-nikaya/sn47-41/sn47-41.pdf	samyutta-nikaya/sn47-41/sn47-41.txt	205347	2780	pymupdf	1e3d78d42b62ae6cb7c255c67c6070df88df8a58e32264829711a0c683dd8505	https://www.mindreleased.com/s/SN-4741-Amata-Sutta.pdf	Amata Sutta (The Deathless) SN 47.41	https://www.mindreleased.com/pali-suttas	
SN 22.95	TEXT_EXTRACTED	samyutta-nikaya	samyutta-nikaya/sn22-95/sn22-95.pdf	samyutta-nikaya/sn22-95/sn22-95.txt	249409	10522	pymupdf	c45ac34c6dc60d4aebb01e99f960b4b1e4ddb8c2fbc15125732e79da301a58e2	https://www.mindreleased.com/s/SN-2295-Pheapipama-Sutta-2.pdf	Pheṇapiṇḍūpama Sutta (A Bulge of Foam) SN 22.95	https://www.mindreleased.com/pali-suttas	
SN 22.100	TEXT_EXTRACTED	samyutta-nikaya	samyutta-nikaya/sn22-100/sn22-100.pdf	samyutta-nikaya/sn22-100/sn22-100.txt	284620	13808	pymupdf	4a94962f7b04a5c88a6d8a9c8592ec7f02b4fc8a593d27e5acdd7f13bea12898	https://www.mindreleased.com/s/SN-22100-Dutiya-Gaddulabhaddha-Sutta-2.pdf	Dutiya Gaddulabhaddha Sutta (The Leash – Part 2) SN 22.100	https://www.mindreleased.com/pali-suttas	
DN 15	TEXT_EXTRACTED	digha-nikaya	digha-nikaya/dn15/dn15.pdf	digha-nikaya/dn15/dn15.txt	490864	57005	pymupdf	25d0cf2c6074b776a5f4caead7a32a9660ad21bebf729c22de356c91e301c16d	https://www.mindreleased.com/s/DN-15-Mahnidna-Sutta.pdf	Mahā Nidāna Sutta (The Great Discourse on the Principle of Causation) DN 15	https://www.mindreleased.com/pali-suttas	
AN 8.12	TEXT_EXTRACTED	anguttara-nikaya	anguttara-nikaya/an08-12/an08-12.pdf	anguttara-nikaya/an08-12/an08-12.txt	240826	23903	pymupdf	e9860773fef41bf9dcbc869d699877016256654910dfea5a08f6bfce3cd6f566	https://www.mindreleased.com/s/AN-82-Sha-Sutta.pdf	Sīha Sutta (To General Sīha) AN 8.12	https://www.mindreleased.com/pali-suttas	
AN 7.66	TEXT_EXTRACTED	anguttara-nikaya	anguttara-nikaya/an07-66/an07-66.pdf	anguttara-nikaya/an07-66/an07-66.txt	222203	12120	pymupdf	51b0430c5586a428bc183a3dc641a47fa33334b34c5157489c94f77f326e02aa	https://www.mindreleased.com/s/AN-766-Sattasriya-Sutta.pdf	Sattasūriya Sutta (Discourse on the Seven Suns) AN 7.66	https://www.mindreleased.com/pali-suttas	
AN 7.67	TEXT_EXTRACTED	anguttara-nikaya	anguttara-nikaya/an07-67/an07-67.pdf	anguttara-nikaya/an07-67/an07-67.txt	216691	18645	pymupdf	7d8ebd67a52d3360c84f8f5dfcc6b73a78f2623f3e4ed90a625a56e74855cb0b	https://www.mindreleased.com/s/AN-767-Nagaropama-Sutta.pdf	Nagaropama Sutta (Comparable to a Fortress) AN 7.67	https://www.mindreleased.com/pali-suttas	
SN 47.8	TEXT_EXTRACTED	samyutta-nikaya	samyutta-nikaya/sn47-08/sn47-08.pdf	samyutta-nikaya/sn47-08/sn47-08.txt	253182	13087	pymupdf	6be2d8012763aa0b4a9fe9b500db43ed3158ac82e872d7793cdfed4c7b997f55	https://www.mindreleased.com/s/SN-478-Sda-Sutta.pdf	Sūda Sutta (Simile of the Kitchen Chef) SN 47.8	https://www.mindreleased.com/pali-suttas	
MN 21	TEXT_EXTRACTED	majjhima-nikaya	majjhima-nikaya/mn21/mn21.pdf	majjhima-nikaya/mn21/mn21.txt	233997	32228	pymupdf	5aef2e79f110eca2e632d9b9b896211a51c926d1b8301f11a0c9eeb53e463a95	https://www.mindreleased.com/s/MN-21-Kakacpama-Sutta.pdf	Kakacūpama Sutta (Discourse on the Simile of the Saw) MN 21	https://www.mindreleased.com/pali-suttas	
SN 12.64	TEXT_EXTRACTED	samyutta-nikaya	samyutta-nikaya/sn12-64/sn12-64.pdf	samyutta-nikaya/sn12-64/sn12-64.txt	263931	26711	pymupdf	5669c370cb3dcbad61c494b321ffa9fabead93567d4a0165270c4ce4d3360fab	https://www.mindreleased.com/s/SN-1264-Atthirga-Sutta.pdf	Atthirāga Sutta (When Passion is Present) SN 12.64	https://www.mindreleased.com/pali-suttas	
AN 8.11	TEXT_EXTRACTED	anguttara-nikaya	anguttara-nikaya/an08-11/an08-11.pdf	anguttara-nikaya/an08-11/an08-11.txt	221853	17938	pymupdf	5550c4e91b436c2de9b323a0c38a3629e812c7c5a991fbf730cd641a3437d582	https://www.mindreleased.com/s/AN-811-Veraj-Sutta.pdf	Verañjā Sutta (At Verañjā) AN 8.11	https://www.mindreleased.com/pali-suttas	
SN 12.12	TEXT_EXTRACTED	samyutta-nikaya	samyutta-nikaya/sn12-12/sn12-12.pdf	samyutta-nikaya/sn12-12/sn12-12.txt	249948	8607	pymupdf	5ce4a248271719c902541544765a69fb6c37fc307dcb925c97c3687adf465b5c	https://www.mindreleased.com/s/SN-1212-Moiyaphagguna-Sutta.pdf	Moḷiyaphagguna Sutta (Discourse to the Venerable Moḷiyaphagguna) SN 12.12	https://www.mindreleased.com/pali-suttas	
AN 10.53	TEXT_EXTRACTED	anguttara-nikaya	anguttara-nikaya/an10-53/an10-53.pdf	anguttara-nikaya/an10-53/an10-53.txt	182142	6111	pymupdf	7a77ca53e8c687b95133ce3b05390e1a45e00a985c9d115f6f5019fcf4963160	https://www.mindreleased.com/s/AN-1053-hiti-Sutta.pdf	Ṭhiti Sutta (Becoming Stuck) AN 10.53	https://www.mindreleased.com/pali-suttas	
SN 35.101	TEXT_EXTRACTED	samyutta-nikaya	samyutta-nikaya/sn35-101/sn35-101.pdf	samyutta-nikaya/sn35-101/sn35-101.txt	237856	17108	pymupdf	0244d04664abb4809b92d3511fee4d4458897659e535867ede7b171b6ae50ffb	https://www.mindreleased.com/s/SN-35101-Pahamanatumhka-Sutta.pdf	Paṭhama Natumhāka Sutta (“They’re Not Yours!” - Part 1) SN 35.101	https://www.mindreleased.com/pali-suttas	
SN 35.238	TEXT_EXTRACTED	samyutta-nikaya	samyutta-nikaya/sn35-238/sn35-238.pdf	samyutta-nikaya/sn35-238/sn35-238.txt	253912	11663	pymupdf	477ce58e84949ffcf6465e6574196da1cf3e9be207a58bca2e6a11d7e8863711	https://www.mindreleased.com/s/SN-35238-svisopama-Sutta.pdf	Āsīvisopama Sutta (Simile of the Deadly Snakes) SN 35.238	https://www.mindreleased.com/pali-suttas	
AN 10.2	TEXT_EXTRACTED	anguttara-nikaya	anguttara-nikaya/an10-02/an10-02-02.pdf	anguttara-nikaya/an10-02/an10-02-02.txt	168954	3626	pymupdf	6c7d602e428d9c220b46fcaf906d46963026aad8296a09c74f2b5ad54e38c6bb	https://www.mindreleased.com/s/AN-102-Cetankara-Sutta.pdf	Cetanākaraṇī Sutta (Not Needing the Intention) AN 10.2	https://www.mindreleased.com/pali-suttas	
AN 10.1	TEXT_EXTRACTED	anguttara-nikaya	anguttara-nikaya/an10-01/an10-01.pdf	anguttara-nikaya/an10-01/an10-01.txt	166729	3140	pymupdf	c330eb5cfe12acfbc4dfb7ed7b2e2353773a6b2241cc3cb685abf54801eaec4e	https://www.mindreleased.com/s/AN-101-Kimatthiya-Sutta.pdf	Kimatthiya Sutta (The Purpose) AN 10.1	https://www.mindreleased.com/pali-suttas	
AN 5.49	TEXT_EXTRACTED	anguttara-nikaya	anguttara-nikaya/an05-49/an05-49.pdf	anguttara-nikaya/an05-49/an05-49.txt	211886	14489	pymupdf	d55bce577cb331d3d25e069501ece3262510b87392c9216899eca2d0ef8b7f3c	https://www.mindreleased.com/s/AN-549-Kosala-Sutta-Removal-of-the-Arrow-of-Grief.pdf	Kosala Sutta (In Kosala) or (The Removal of the Arrow of Grief) AN 5.49	https://www.mindreleased.com/pali-suttas	
SN 22.79	TEXT_EXTRACTED	samyutta-nikaya	samyutta-nikaya/sn22-79/sn22-79.pdf	samyutta-nikaya/sn22-79/sn22-79.txt	290426	26595	pymupdf	8f7d617d82c4905d0881e8365d5bf3c1228cfb15ba6eb9c70514b23b87895326	https://www.mindreleased.com/s/SN-2279-Khajjanya-Sutta.pdf	Khajjanīya Sutta (On Being Harassed) SN 22.79	https://www.mindreleased.com/pali-suttas	
SN 35.228	TEXT_EXTRACTED	samyutta-nikaya	samyutta-nikaya/sn35-228/sn35-228.pdf	samyutta-nikaya/sn35-228/sn35-228.txt	218906	5787	pymupdf	4e93e8b62160524c8adfe0bfd4dfc26d766a11cb5d066f96cc84b2851ddac375	https://www.mindreleased.com/s/SN-35228-Pahama-Samudda-Sutta.pdf	Paṭhama Samudda Sutta (Simile of the Ocean – Part 1) SN 35.228	https://www.mindreleased.com/pali-suttas	
SN 47.20	TEXT_EXTRACTED	samyutta-nikaya	samyutta-nikaya/sn47-20/sn47-20.pdf	samyutta-nikaya/sn47-20/sn47-20.txt	228929	4449	pymupdf	11d528a25b3870c4c7b7556e8a89c805f6c4e0ec6f3727cac6310bf396929aa4	https://www.mindreleased.com/s/SN-4720-Janapadakaly-Sutta.pdf	Janapadakalyāṇī Sutta (The Most Beautiful Young Woman) SN 47.20	https://www.mindreleased.com/pali-suttas	
AN 4.170	TEXT_EXTRACTED	anguttara-nikaya	anguttara-nikaya/an04-170/an04-170.pdf	anguttara-nikaya/an04-170/an04-170.txt	135176	3283	pymupdf	02b3142def50dd9fd1bfa5c68cb36717099aded1fd3d2e10ab2ebadfce72bdf3	https://www.mindreleased.com/s/AN-4170-Yuganaddha-Sutta.pdf	Yuganaddha Sutta (Both Combined) AN 4.170	https://www.mindreleased.com/pali-suttas	
Thag 17.3	TEXT_EXTRACTED	khuddaka-nikaya/theragatha	khuddaka-nikaya/theragatha/thag17-03/thag17-03.pdf	khuddaka-nikaya/theragatha/thag17-03/thag17-03.txt	260293	11978	pymupdf	5fdaef7271721f28e92b49fd6d05fa8b729d31338a6adfd32004ec2616f2b6cf	https://www.mindreleased.com/s/Thag-173-nandattheragth.pdf	Ānandattheragāthā (Verses of the Venerable Ānanda) Thag. 17.3	https://www.mindreleased.com/pali-suttas	
SN 55.21	TEXT_EXTRACTED	samyutta-nikaya	samyutta-nikaya/sn55-21/sn55-21.pdf	samyutta-nikaya/sn55-21/sn55-21.txt	204723	4748	pymupdf	bd03cbab9746870da2570671c255265a5f0bb42412b2ee7c95766bbdfe5551f1	https://www.mindreleased.com/s/SN-5521-Pahama-Mahnma-Sutta.pdf	Paṭhama Mahānāma Sutta (Discourse to Mahānāma – Part 1) SN 55.21	https://www.mindreleased.com/pali-suttas	
SN 22.85	TEXT_EXTRACTED	samyutta-nikaya	samyutta-nikaya/sn22-85/sn22-85.pdf	samyutta-nikaya/sn22-85/sn22-85.txt	323388	34649	pymupdf	c58409282e91c34504976d312349fd6547d974b97dbb3df0fa79c25b6efede23	https://www.mindreleased.com/s/SN-2285-Yamaka-Sutta.pdf	Yamaka Sutta (Discourse to The Venerable Yamaka) SN 22.85	https://www.mindreleased.com/pali-suttas	
AN 5.26	TEXT_EXTRACTED	anguttara-nikaya	anguttara-nikaya/an05-26/an05-26.pdf	anguttara-nikaya/an05-26/an05-26.txt	183048	8805	pymupdf	b0c7710f9184d17cf2d7f5bfe50e228618cdeb8851f223843e694487bf49a1d5	https://www.mindreleased.com/s/AN-526-Vimuttyatana-Sutta.pdf	Vimuttāyatana Sutta (Ways of Attaining Release) AN 5.26	https://www.mindreleased.com/pali-suttas	
AN 8.51	TEXT_EXTRACTED	anguttara-nikaya	anguttara-nikaya/an08-51/an08-51.pdf	anguttara-nikaya/an08-51/an08-51.txt	191453	22343	pymupdf	c2e5e2b661b75f96546b65759cc76d83e9dc90595e2e9fcc4eb3cceb6c102f74	https://www.mindreleased.com/s/AN-851-Gotam-Sutta.pdf	Gotamī Sutta (Mahāpajāpati Gotamī) AN 8.51	https://www.mindreleased.com/pali-suttas	
AN 8.41-50	TEXT_EXTRACTED	anguttara-nikaya	anguttara-nikaya/an08-41-50/an08-41-50.pdf	anguttara-nikaya/an08-41-50/an08-41-50.txt	475392	114988	pymupdf	764174b5ba5e9747ba64f8c5c5e0741179db8a109931f8533005108e5fb2031e	https://www.mindreleased.com/s/AN-VIII-41-50.pdf	Uposatha Vagga (Section on Observing the Full Moon Uposatha) AN VIII, Suttas 41-50	https://www.mindreleased.com/pali-suttas	
SN 54.11	TEXT_EXTRACTED	samyutta-nikaya	samyutta-nikaya/sn54-11/sn54-11.pdf	samyutta-nikaya/sn54-11/sn54-11.txt	217914	7563	pymupdf	1933ffbc5e79238ff54c60f6e694fc94d3147e8a6f51da4d2ae5b976d465ecd9	https://www.mindreleased.com/s/SN-5411-Icchnagala-Sutta.pdf	Icchānaṅgala Sutta (Icchānaṅgala Sutta) SN 54.11	https://www.mindreleased.com/pali-suttas	
MN 149	TEXT_EXTRACTED	majjhima-nikaya	majjhima-nikaya/mn149/mn149.pdf	majjhima-nikaya/mn149/mn149.txt	241682	42842	pymupdf	6f47de3ca2d0a5e9d7e04a1c28c5e6faf771916716ce2f653f50cd07d97889bc	https://www.mindreleased.com/s/MN-149-Mahsayatanika-Sutta.pdf	Mahāsaḷāyatanika Sutta (The Great Discourse on the Six Sense Spheres) MN 149	https://www.mindreleased.com/pali-suttas	
AN 8.73	TEXT_EXTRACTED	anguttara-nikaya	anguttara-nikaya/an08-73/an08-73.pdf	anguttara-nikaya/an08-73/an08-73.txt	182581	6879	pymupdf	7db5cad57972722af2a1355d0b17a9d1fe28bca53e7e0dc3ced1e89edd82dbf8	https://www.mindreleased.com/s/AN-873-Pahama-Maraassati-Sutta.pdf	Paṭhama Maraṇassati Sutta (Mindfulness of Death – Part 1) AN 8.73	https://www.mindreleased.com/pali-suttas	
SN 47.6	TEXT_EXTRACTED	samyutta-nikaya	samyutta-nikaya/sn47-06/sn47-06.pdf	samyutta-nikaya/sn47-06/sn47-06.txt	227110	7500	pymupdf	93e6867c700fe2bac1dba4bda7e5c1d886b145395c2d273b0a9ca10fe73469ba	https://www.mindreleased.com/s/SN-476-Sakuagghi-Sutta.pdf	Sakuṇagghi Sutta (Simile of the Hawk) SN 47.6	https://www.mindreleased.com/pali-suttas	
AN 7.72	TEXT_EXTRACTED	anguttara-nikaya	anguttara-nikaya/an07-72/an07-72.pdf	anguttara-nikaya/an07-72/an07-72.txt	199302	22895	pymupdf	8438ac143dafe8d284eaaa52b6f6a7b6a7cf334aa26269754a5bc668f1b4bbe9	https://www.mindreleased.com/s/AN-772-Aggikkhandhopama-Sutta.pdf	Aggikkhandhopama Sutta (A Blazing Bonfire) AN 7.72	https://www.mindreleased.com/pali-suttas	
MN 82	TEXT_EXTRACTED	majjhima-nikaya	majjhima-nikaya/mn82/mn82.pdf	majjhima-nikaya/mn82/mn82.txt	292505	57272	pymupdf	b372c1f83f03eaecd816ed5a3c4d2b8180c40210be8932499031291b7ecb3262	https://www.mindreleased.com/s/MN-82-Ratthapla-Sutta.pdf	Raṭṭhapāla Sutta (Raṭṭhapāla) MN 82	https://www.mindreleased.com/pali-suttas	
AN 7.74	TEXT_EXTRACTED	anguttara-nikaya	anguttara-nikaya/an07-74/an07-74.pdf	anguttara-nikaya/an07-74/an07-74.txt	181109	8823	pymupdf	112b8ad59f554f740a823039d34150b2afa3b22699a047dc2629d37b9a4e56ef	https://www.mindreleased.com/s/AN-774-Araka-Sutta.pdf	Araka Sutta (The Teacher Araka) AN 7.74	https://www.mindreleased.com/pali-suttas	
AN 7.71	TEXT_EXTRACTED	anguttara-nikaya	anguttara-nikaya/an07-71/an07-71.pdf	anguttara-nikaya/an07-71/an07-71.txt	173475	7437	pymupdf	66024516a76cc2b25cdeaa91bb3386ce8f4c06acd1054cc25f7cfb421ad3f4dc	https://www.mindreleased.com/s/AN-771-Bhvan-Sutta.pdf	Bhāvanā Sutta (Dedication to Cultivating the Mind) AN 7.71	https://www.mindreleased.com/pali-suttas	
AN 7.65	TEXT_EXTRACTED	anguttara-nikaya	anguttara-nikaya/an07-65/an07-65.pdf	anguttara-nikaya/an07-65/an07-65.txt	144912	4438	pymupdf	712f482117b5e5ec14a9edfada27dc6832d14566b304ad61148c115f1bfb7ed5	https://www.mindreleased.com/s/AN-765-Hir-Ottappa-Sutta.pdf	Hirī Ottappa Sutta (Wise Moral Shame & Wise Moral Fear) AN 7.65	https://www.mindreleased.com/pali-suttas	
SN 51.81	TEXT_EXTRACTED	samyutta-nikaya	samyutta-nikaya/sn51-81/sn51-81.pdf	samyutta-nikaya/sn51-81/sn51-81.txt	166352	2897	pymupdf	1375f9cf024cc3273bf69197275ddd09613801b89a522fb1ff520bd44dc658b1	https://www.mindreleased.com/s/SN-5181-Anusaya-Sutta.pdf	Anusaya Sutta (The Underlying Drives) SN 51.81	https://www.mindreleased.com/pali-suttas	
SN 12.25	TEXT_EXTRACTED	samyutta-nikaya	samyutta-nikaya/sn12-25/sn12-25.pdf	samyutta-nikaya/sn12-25/sn12-25.txt	208382	10856	pymupdf	26802980b8f908a27bc4806246d657f145e8bca7b88face480d35348f04afe70	https://www.mindreleased.com/s/SN-1225-Bhmija-Sutta-ygk6.pdf	Bhūmija Sutta (To Bhumija) SN 12.25	https://www.mindreleased.com/pali-suttas	
MN 121	TEXT_EXTRACTED	majjhima-nikaya	majjhima-nikaya/mn121/mn121.pdf	majjhima-nikaya/mn121/mn121.txt	185209	16303	pymupdf	ac0df6dc87cd78667f0ec01f667e8f1c320bbb969d19b7d186fb9a43c5d55a6c	https://www.mindreleased.com/s/MN-121-Ca-Suat-Sutta-xjln.pdf	Cūḷa Suññatā Sutta (Shorter Discourse on Emptiness) MN 121	https://www.mindreleased.com/pali-suttas	
AN 10.58	TEXT_EXTRACTED	anguttara-nikaya	anguttara-nikaya/an10-58/an10-58.pdf	anguttara-nikaya/an10-58/an10-58.txt	147318	2609	pymupdf	1a6a48126710fff35441f4f310eab3f8ad7a7341dcae70a9b3e3ce0f63a302d2	https://www.mindreleased.com/s/AN-1058-Bhagav-Mlaka-Sutta.pdf	Bhagavā Mūlaka Sutta (Rooted in The Blessed One) AN 10.58	https://www.mindreleased.com/pali-suttas	
MN 28	TEXT_EXTRACTED	majjhima-nikaya	majjhima-nikaya/mn28/mn28.pdf	majjhima-nikaya/mn28/mn28.txt	269455	43012	pymupdf	dbcb41f2cc5d13ed9977db1e3435307983b92a173190fd38d7a878242e9001c4	https://www.mindreleased.com/s/MN-28-Mah-Hatthipadopama-Sutta.pdf	Mahā Hatthipadopama Sutta (Greater Discourse on The Elephant’s Footprint) MN 28	https://www.mindreleased.com/pali-suttas	
Snp 5.4	TEXT_EXTRACTED	khuddaka-nikaya/sutta-nipata	khuddaka-nikaya/sutta-nipata/snp05-04/snp05-04.pdf	khuddaka-nikaya/sutta-nipata/snp05-04/snp05-04.txt	190082	2632	pymupdf	237d0d9be23e785be19873a1acc70cbcf56b00ffb86577043e46e808b3fcd430	https://www.mindreleased.com/s/Snp-54-Puakamavapucch-Sutta.pdf	Puṇṇakamāṇavapucchā Sutta (Venerable Puṇṇaka’s Questions) Snp. 5.4	https://www.mindreleased.com/pali-suttas	
AN 4.41	TEXT_EXTRACTED	anguttara-nikaya	anguttara-nikaya/an04-41/an04-41.pdf	anguttara-nikaya/an04-41/an04-41.txt	145254	5161	pymupdf	b6574b77901ff24c5e733fa03e7c9a873a5cf1fca99be1d8dce22c676e6b2eae	https://www.mindreleased.com/s/AN-441-Samdhibhvan-Sutta.pdf	Samādhi Bhāvana Sutta (Developing the Collectedness of Mind) AN 4.41	https://www.mindreleased.com/pali-suttas	
AN 6.88	TEXT_EXTRACTED	anguttara-nikaya	anguttara-nikaya/an06-88/an06-88.pdf	anguttara-nikaya/an06-88/an06-88.txt	106599	2051	pymupdf	6ef11167cb96c49d79ad427770c136460b8337b33745f1e96be64e1a9afe5c27	https://www.mindreleased.com/s/AN-688-Susssati-Sutta.pdf	Sussūsati Sutta (Desiring to Listen) AN 6.88	https://www.mindreleased.com/pali-suttas	
AN 6.86	TEXT_EXTRACTED	anguttara-nikaya	anguttara-nikaya/an06-86/an06-86.pdf	anguttara-nikaya/an06-86/an06-86.txt	111170	1471	pymupdf	9e490ac52b0e31c4903a95594acf4ecd70f8e0d5f1d67aad276a1d7bf06445e1	https://www.mindreleased.com/s/AN-686-varaa-Sutta.pdf	Āvaraṇa Sutta (Obstructions) AN 6.86	https://www.mindreleased.com/pali-suttas	
SN 12.63	TEXT_EXTRACTED	samyutta-nikaya	samyutta-nikaya/sn12-63/sn12-63.pdf	samyutta-nikaya/sn12-63/sn12-63.txt	248608	8814	pymupdf	3be118429bec037769643d27a6658906a48927b65292f43e3f3cd22bc3f314b6	https://www.mindreleased.com/s/SN-1263-Puttamasa-Sutta.pdf	Puttamaṁsa Sutta (The Son’s Flesh) SN 12.63	https://www.mindreleased.com/pali-suttas	
SN 1.20	TEXT_EXTRACTED	samyutta-nikaya	samyutta-nikaya/sn01-20/sn01-20.pdf	samyutta-nikaya/sn01-20/sn01-20.txt	232553	7620	pymupdf	d2f1907d2eaffff3b969cb59deab9cec659cb9976f2d82914c7279eddc66268d	https://www.mindreleased.com/s/SN-120-Samiddhi-Sutta.pdf	Samiddhi Sutta (With Venerable Samiddhi) SN 1.20	https://www.mindreleased.com/pali-suttas	
AN 7.56	TEXT_EXTRACTED	anguttara-nikaya	anguttara-nikaya/an07-56/an07-56.pdf	anguttara-nikaya/an07-56/an07-56.txt	167215	12383	pymupdf	a67006804162dd361006dc5cb82e96eca43ff91b4b7e4742f5c3bb8e768ec220	https://www.mindreleased.com/s/AN-756-Tissa-Brahm-Sutta.pdf	Tissa Brahmā Sutta (Tissa, the Brahmā) AN 7.56	https://www.mindreleased.com/pali-suttas	
Snp 2.2	TEXT_EXTRACTED	khuddaka-nikaya/sutta-nipata	khuddaka-nikaya/sutta-nipata/snp02-02/snp02-02.pdf	khuddaka-nikaya/sutta-nipata/snp02-02/snp02-02.txt	148728	5074	pymupdf	ddbd135906198469304cd9aeb00692dd7ab09ecaf8be9cee4af87e44a4182a7f	https://www.mindreleased.com/s/Snp-22-magandha-Sutta.pdf	Āmagandha Sutta (The Stench of Decomposing Flesh) Snp. 2.2	https://www.mindreleased.com/pali-suttas	
SN 35.93	TEXT_EXTRACTED	samyutta-nikaya	samyutta-nikaya/sn35-93/sn35-93.pdf	samyutta-nikaya/sn35-93/sn35-93.txt	237080	11252	pymupdf	0c9d0854dc8f288b71ea1816dc04c6b08fd33b25fa57772b8fc10be1c5bbcadd	https://www.mindreleased.com/s/SN-3593-Dutiyadvayam-Sutta.pdf	Dutiya Dvayam Sutta (The Dyad – Part 2) SN 35.93	https://www.mindreleased.com/pali-suttas	
SN 46.54	TEXT_EXTRACTED	samyutta-nikaya	samyutta-nikaya/sn46-54/sn46-54.pdf	samyutta-nikaya/sn46-54/sn46-54.txt	299169	21702	pymupdf	61a2257fe33e707d01126164bfc31d5f137d13548016ee4253f860ab138230e6	https://www.mindreleased.com/s/SN-4654-Mettsahagata-Sutta.pdf	Mettāsahagata Sutta (Radiating Universally Benevolent Loving Kindness) SN 46.54	https://www.mindreleased.com/pali-suttas	
AN 7.49	TEXT_EXTRACTED	anguttara-nikaya	anguttara-nikaya/an07-49/an07-49-02.pdf	anguttara-nikaya/an07-49/an07-49-02.txt	176564	24037	pymupdf	f3751cb623966e407f04dbe73bdc33057448f2102c96c4180bca3d669d138899	https://www.mindreleased.com/s/AN-749-Dutiya-Sa-Sutta.pdf	Dutiya Saññā Sutta (On Perceptions - Part 2) AN 7.49	https://www.mindreleased.com/pali-suttas	
